,Calle,Colonia,Delegacion,Estado,Foto,HerramientasFaltantes,HerramientasSobrantes,Hora,HoradelReporte,ManodeObraFaltante,ManodeObraSobrantes,MedicamentosFaltantes,MedicamentosSobrantes,NumeroExterioroAproximado,NumerodePersonasAtrapadas,NumerodePersonasDesaparecidas,NumerodePersonasFallecidas,NumerodePersonasLesionadas,NumerodePersonasRescatadas,OtraReferenciadeUbicacion,Timestamp,TipodeInfraestructura,TipodeUso,TipodelDano,Verificado,ViveresFaltantes,ViveresSobrantes,latitud,longitud
976,,constitución de 1917,iztapalapa,cdmx,,,,,,,,,,,,,,,,,2017-09-21 16:15:17,,,Ofrezco,,"Comida, Medicamentos, servicios de interpretacion ingles y frances para ayudar con los brigadistas extranjeros",,19.2851653,-99.1181503
977,,Petrolera Taxqueña,Coyoacan,Ciudad de México,,,,,,,,,,,,,,,,Intervención psicológica en crisis (breve) o psicoterapia (largo plazo),2017-09-21 16:26:09,,,Ofrezco,,Terapia psicológica,,19.3384409,-99.1324714
978,,Roma Norte,Cuauhtemoc,CDMX,,,,,,,,,,,,,,,,,2017-09-21 16:38:47,,,Necesito,,"Comida, Agua, Transporte, Artículos de limpieza, Medicamentos, Lonas para cubrir víveres.",,19.4191628,-99.1565023
979,,Tlaxpana calle tonantzin 42 int 14,Miguel hidalgo ,Distrito Federal,,,,,,,,,,,,,,,,Tengo cuartiaduras en techo y pared ,2017-09-21 16:39:22,,,Necesito,,Peritajes,,19.4423703,-99.1691811
980,,Villa quietud,Coyoacan,Mexico,,,,,,,,,,,,,,,,,2017-09-21 16:41:07,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Ropa",,19.3028753,-99.1055293
981,,San Miguel Xochimanga,Atizapan de Zaragoza,Cuautitlán Izcalli,,,,,,,,,,,,,,,,,2017-09-21 16:58:11,,,Ofrezco,,"Manos / Voluntarios, Peritajes, Ropa",,19.5750661,-99.2162139
982,,Tenancingo,Tenancingo,Estado de México,,,,,,,,,,,,,,,,"Telas, cerillos y tiendas de campaña. ANAFRES y carbón para cocinar.
",2017-09-21 17:03:52,,,Necesito,,"Comida, Carpas, tiendas de campaña, Casco, picos, palas, guantes, cubeta",,18.9613407,-99.5910738
983,,Tlatempa,Ocuilan ,Estado de México,,,,,,,,,,,,,,,,"cobijas, ropa, colchonetas",2017-09-21 17:05:12,,,Necesito,,"Comida, Agua, Ropa, material de construcción y maquinaria para retirar escombros",,19.5667199,-99.0539991
984,,Independencia,,México,,,,,,,,,,,,,,,,,2017-09-21 17:15:40,,,Ofrezco,,"Manos / Voluntarios, Asesoría",,19.2999723,-99.635527
985,,Gabriel Pastor,Puebla,Puebla,,,,,,,,,,,,,,,,,2017-09-21 17:26:57,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios, Peritajes, Artículos de limpieza, Medicamentos, Ropa, Gasolina",,19.0253893,-98.2110454
986,,Condesa ,Cuahutémoc,CDMX,,,,,,,,,,,,,,,,,2017-09-21 17:29:02,,,Necesito,,Revisión de inmueble,,19.410688,-99.1789142
987,,Benito Juárez ,,Ciudad de México ,,,,,,,,,,,,,,,,Puedo transportar  a Morelos ,2017-09-21 17:31:35,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza",,19.357362,-99.0665249
988,,Santa Cruz Cuauhtumatitla,Tochimilco,Puebla,,,,,,,,,,,,,,,,Las casas del pueblo se derribaron casi en su totalidad y los habitantes se han refugiado en la parroquia que quedó en pie.,2017-09-21 17:44:41,,,Necesito,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios, Asistencia médica, Peritajes, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa, Gasolina",,18.8907693,-98.6567857
989,,mesa los hornos,tlalpan,distrito federal,,,,,,,,,,,,,,,,,2017-09-21 17:56:38,,,Ofrezco,,Manos / Voluntarios,,19.2762509,-99.1829833
990,,Romero de Terreros,Coyoacán,Distrito Federal,,,,,,,,,,,,,,,,,2017-09-21 17:57:29,,,Ofrezco,,Manos / Voluntarios,,19.2940235,-99.1480153
991,,El Jagüey,Azcapotzalco,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 18:00:43,,,Ofrezco,,"Manos / Voluntarios, Artículos de limpieza, Ropa",,19.2143856,-99.096889
992,,Guadalupe Inn,,CDMx,,,,,,,,,,,,,,,,,2017-09-21 18:04:15,,,Ofrezco,,Cubrebocas ,,19.351709,-99.186308
993,,Centro ,Cuauhtémoc ,México ,,,,,,,,,,,,,,,,,2017-09-21 18:05:51,,,Ofrezco,,Manos / Voluntarios,,19.431583,-99.1387334
994,,Estrella,,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 18:10:10,,,Ofrezco,,Manos / Voluntarios,,19.3355671,-99.0750149
995,,Fraccionamiento Macopilli,Momoxpan,Puebla,,,,,,,,,,,,,,,,Estamos recaudando y lo llevaremos personalmente,2017-09-21 18:16:13,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Ropa, juguetes",,19.0568652,-98.3052374
996,,Condesa,Cuauhtémoc,Ciudad de México,,,,,,,,,,,,,,,,"Parque España, donde están los doctores (no donde están los alimentos) frente a la cuchilla de Nuevo León y Tamaulipas, Alberto Sánchez está ayudando a coordinar",2017-09-21 18:16:32,,,Necesito,,"laringoscopios de tres hojas (no importa la marca), tubos endotraquiales (pediátricos y de adultos) y camillas portátiles",,19.410688,-99.1789142
997,,Jiquilpan,Cuernavaca,Morelos,,,,,,,,,,,,,,,,,2017-09-21 18:20:39,,,Ofrezco,,"Transporte, Manos / Voluntarios",,18.9459205,-99.2390679
998,,Oxtopulco,Coyoacan,CDMX,,,,,,,,,,,,,,,,Carro compacto,2017-09-21 18:24:11,,,Ofrezco,,Transporte,,19.3449785,-99.1781383
999,,Polanco ,Miguel Hidalgo,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 18:25:11,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.4289611,-99.1973637
1000,,Jardín balbuena,Venustiano Carranza,Cdmx,,,,,,,,,,,,,,,,,2017-09-21 18:29:39,,,Ofrezco,,Manos / Voluntarios,,19.4142597,-99.1041157
1001,,Jardínes de Guadalupe,Zapopan,Jalisco,,,,,,,,,,,,,,,,Acompañamiento emocional con terapias energéticas a distancia,2017-09-21 18:30:23,,,Ofrezco,,Apoyo emocional,,20.6640871,-103.4237244
1002,,Del Valle,Benito Juarez ,Ciudad de México ,,,,,,,,,,,,,,,,"Soy licenciada en Lengua y Literatura Hispánicas y doctora en lingüística. Puedo redactar de forma rápida, efectiva y profesional documentos en español y en inglés como cartas, comunicados, circulares, relatorías, etc.    ",2017-09-21 18:37:50,,,Ofrezco,,"Redacción profesional y efectiva de cartas, comunicados, circulares, etc. ",,19.3910737,-99.1657372
1003,,Martín Carrera,Gustavo A. Madero ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 18:42:37,,,Ofrezco,,"Manos / Voluntarios, Artículos de limpieza, Ropa, Alimento no perecedero y alimento para perros. ",,19.4900049,-99.1009242
1004,,Arenal Tepepan,Calz México-Xochimilco 289,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-21 18:40:51,,,Necesito,,"Medicamentos, principalmente desinflamatorios y analgésicos para niños y adultos",,19.2875984,-99.1476908
1005,,Santa María la Ribera ,Cuauhtémoc ,CDMX,,,,,,,,,,,,,,,,Quiero ayudar pero no sé a donde acudir,2017-09-21 18:41:05,,,Ofrezco,,Manos / Voluntarios,,19.4448206,-99.1577467
1006,,Vista Alegre,Cuauhtémoc ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 18:41:51,,,Ofrezco,,Manos / Voluntarios,,19.4105534,-99.1338549
1007,,General Anaya,Benito Juárez,Ciudad de México,,,,,,,,,,,,,,,,"PEDIÁTRICOS - En el centro de acopio de Alberca Olímpica (Div. Norte y Churubusco) URGEN medicamentos PEDIÁTRICOS. 
Si alguien puede, ayudará mucho lo traigan. Analgésicos, paracetamol, sueros en solución, antibióticos (los venden por el momento sin receta) salbutamol en aerosol, antidiarréicos, esteroides, toallitas etc",2017-09-21 18:57:33,,,Necesito,,Medicamentos,,19.3530589,-99.1447232
1008,,Nápoles,Benito Juárez,CDMX,,,,,,,,,,,,,,,,,2017-09-21 19:10:51,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios, Ropa",,19.4288124,-99.1612404
1009,,Centro ,Cuauhtémoc ,Ciudad de México ,,,,,,,,,,,,,,,,"Integrantes del Círculo Central quienes sesionamos en el Museo Casa de la Memoria Indómita, enviaremos acopio a las comunidades que no han recibido ayuda en Oaxaca. Gracias por el apoyo solidario.",2017-09-21 19:12:49,,,Necesito,,"Comida, Agua, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña",,19.4361609,-99.1373136
1010,,Lindavista ,Gustavo A. Madero ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 19:16:12,,,Ofrezco,,"Agua, Manos / Voluntarios",,19.4923947,-99.1257258
1011,,Centro ,,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 19:26:05,,,Ofrezco,,Manos / Voluntarios,,19.4302678,-99.1373136
1012,,Insurgentes,Mazatlan ,Sinaloa,,,,,,,,,,,,,,,,,2017-09-21 19:30:15,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos",,23.2304863,-106.4192394
1013,,Es un pueblo,San Miguel Acuexcomac, Puebla,,,,,,,,,,,,,,,,"El pueblo se llama San Miguel Acuexcomac, en el Estado de Puebla, cerca de Valsequillo",2017-09-21 19:48:28,,,Necesito,,"Comida, Agua, Manos / Voluntarios, Asistencia médica, Peritajes, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa",,19.0412967,-98.2061996
1014,,"CTM Culhuacán, secc. 8",Coyoacán,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 19:48:35,,,Ofrezco,,"Agua, Manos / Voluntarios, Apoyo en localización de personas bajos los escombros por vía sonora",,19.3811275,-99.1032945
1015,,Jerez,,Gto,,,,,,,,,,,,,,,,,2017-09-21 20:22:20,,,Ofrezco,,Manos / Voluntarios,,21.1040731,-101.6395774
1016,,Tlalpan,Tlalpan,CDMX,,,,,,,,,,,,,,,,"Son enfermeras que vienen de MTY a ayudar en donde se necesite, de preferencia por el sur de la ciudad",2017-09-21 20:31:26,,,Ofrezco,,4 enfermeras,,19.3091971,-99.2195031
1017,,Juarez ,Cuauhtémoc,Ciudad de México ,,,,,,,,,,,,,,,,"Uso de herramientas, soldadura, madera, etc",2017-09-21 20:41:55,,,Ofrezco,,"Manos / Voluntarios, Diseño industrial",,19.4341287,-99.1408188
1018,,Granada ,Miguel hidalgk,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-21 20:47:27,,,Ofrezco,,"Comida, Asistencia médica, Medicamentos",,19.4409348,-99.1885208
1019,,Lomas de sotelo,Miguel hidalgo ,CDMX ,,,,,,,,,,,,,,,,,2017-09-21 20:59:41,,,Ofrezco,,"Manos / Voluntarios, Peritajes, Artículos de limpieza",,19.4423318,-99.2189838
1020,,Ciudad Jardín,Tlalpan,Ciudad de México,,,,,,,,,,,,,,,,Ciudad Jardín-Tlalpan (Multifamiliares),2017-09-21 21:07:53,,,Necesito,,"oxígeno, morfina, hielo",,19.3348691,-99.1449234
1021,,Escandon,Miguel Hidalgo,Mexico,,,,,,,,,,,,,,,,,2017-09-21 21:08:54,,,Ofrezco,,Manos / Voluntarios,,19.4002495,-99.1774462
1022,,Guadalupe inn,Alvaro obregon,Mexico,,,,,,,,,,,,,,,,"No tiene q ser inmediatamente después del sismo, se va a necesitar mucho tiempo y me pueden llamar para ayudar ",2017-09-21 21:25:01,,,Ofrezco,,Manos / Voluntarios,,19.3585861,-99.185752
1023,,Escandon,Miguel hidalgo,Df,,,,,,,,,,,,,,,,,2017-09-21 21:41:52,,,Ofrezco,,Manos / Voluntarios,,19.4002495,-99.1774462
1024,,Siete de noviembre ,Gam ,Mexico ,,,,,,,,,,,,,,,,Dos chicos podemos organizar más gente ,2017-09-21 21:58:34,,,Ofrezco,,Manos / Voluntarios,,19.2499835,-99.1694897
1025,,Montecristo,,Yucatán,,,,,,,,,,,,,,,,,2017-09-21 22:10:15,,,Ofrezco,,Ropa,,21.0103929,-89.6007894
1026,,Año de Juarez,Iztapalapa - Tlahuac.,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 22:14:12,,,Ofrezco,,Manos / Voluntarios,,19.2594711,-99.0277191
1027,,Satélite ,Naucalpan ,Estado de México ,,,,,,,,,,,,,,,,,2017-09-21 22:22:29,,,Ofrezco,,Manos / Voluntarios,,19.5077027,-99.23699
1028,,Arboledas del sur ,TlalpAn,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-21 22:32:32,,,Ofrezco,,"Comida, Refugio / Dónde dormir, Manos / Voluntarios, Peritajes",,19.2932045,-99.1386972
1029,,Parque San Andres/San Mateo,Coyoacan,Distrito Federal,,,,,,,,,,,,,,,,,2017-09-21 22:37:11,,,Ofrezco,,Ayuda psicológica ,,19.3457563,-99.1452413
1030,,Centro,Aguascalientes,Aguascalientes,,,,,,,,,,,,,,,,"Necesito me coordinen para llegar el sabado en la.mañana e iniciar actividades, consulta de atención primaria y atencion en crisis",2017-09-21 22:41:19,,,Ofrezco,,"Asistencia médica, Medicamentos",,21.8852562,-102.2915677
1031,,Ciudad azteca,Ecatepec,Ecatepec,,,,,,,,,,,,,,,,,2017-09-21 22:41:30,,,Ofrezco,,"Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios",,19.5345916,-99.0274305
1032,,Ampliación Granada,Miguel Hidalgo,Ciudad De México,,,,,,,,,,,,,,,,,2017-09-21 22:46:11,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza",,19.4409348,-99.1885208
1033,,country club,coyoacan,df,,,,,,,,,,,,,,,,"Disponibilidad abierta, preferentemente zona sur de la ciudad",2017-09-21 22:47:03,,,Ofrezco,,Traduccion tecnica español ingles,,19.3519823,-99.1414643
1034,,Albert,Benito Juárez,Ciudad de México,,,,,,,,,,,,,,,,Los rescatistas japoneses ubicaron dos personas vivas,2017-09-21 22:48:35,,,Necesito,,aceite de dos tiempos para maquinaria y clavos de 5 pulgadas,,19.3696804,-99.1374827
1035,,Forestal ,Gustavo A. Madero ,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-21 22:58:10,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza",,19.2881344,-99.1482439
1036,,Copilco,Coyoacán,Ciudad de México,,,,,,,,,,,,,,,,"Por favor, comparte la plataforma al igual que esta encuensta, Necesitamos la dirección exacta para referenciarla en el mapa",2017-09-21 23:15:45,,,Ofrezco,,"Mapa de ayuda, información georreferenciada para organizar la ayuda",,19.3358272,-99.1770353
1037,,Alfonxo XIII,ALVARO OBREGÓN,CDMX,,,,,,,,,,,,,,,,,2017-09-21 23:52:06,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios",,19.3758366,-99.1961611
1038,,Roma Norte,Cuauhtémoc ,Ciudad dd México ,,,,,,,,,,,,,,,,,2017-09-22 00:09:48,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios",,19.4195256,-99.162549
1039,,Ruiz Cortines,Cyoacan,Cuidad de Mexico,,,,,,,,,,,,,,,,,2017-09-22 00:28:41,,,Ofrezco,,Manos / Voluntarios,,19.3779359,-99.2217349
1040,,Bosques Residencial del Sur,Xochimilco,Ciudad de México,,,,,,,,,,,,,,,,"Se trata de los edificios habitacionales 2 y 5 de Bosques Residencial del Sur (Glorieta de Vaqueritos), uno está recargado al otro y se intenta evitar que esto ocasione el derrumbe de otros dos, está protección civil, se necesita material y refugio para los desalojados",2017-09-22 00:37:51,,,Necesito,,"Refugio / Dónde dormir, Manos / Voluntarios, Polines, lcavos de 3 y 3 y medio; y material para sostener un edificio a punto de caer",,19.2799104,-99.1321255
1041,,Bosque Residencial del sur ,Xochimilco ,CDMX,,,,,,,,,,,,,,,,,2017-09-22 03:09:41,,,Necesito,,Cumplida,,19.2799104,-99.1321255
1042,,Nueva Antequera / Triángulo Las Ánimas,Puebla,Puebla,,,,,,,,,,,,,,,,"El Sábado 30 de Septiembre 8 AM salida hacía zonas más afectadas en el Estado de Puebla rumbo al epicentro, EL REGRESO ES EL MISMO DÍA (NOCHE) AL TERMINAR, cuanto antes mejor. Zonas probablemente ya olvidadas/desabastecidas. El transporte buscado es un camión grande y que entre el Jueves 28 y Viernes 29 podamos llenarlo. El Sábado partiremos por varias zonas a dejar provisiones. No se admiten otros planes, adjuntarse a la propuesta, el Miércoles 27 se confirma el plan con los que ofrezcan ayuda.

Necesitamos mínimamente para salir:
2 MÉDICOS
7 VOLUNTARIOS CON BOTAS, GUANTES Y CASCO (YO SOY UNO, 8 EN TOTAL)
1 CAMIÓN DE CARGA (CON CHOFER)
VALES DE GASOLINA SUFICIENTES

IMPORTANTE: NO SE PERMITE LLEVAR DINERO EN EFECTIVO POR SEGURIDAD DEL GRUPO (LO MÍNIMO PARA SU COMIDA / EVENTUALIDADES).",2017-09-22 01:47:46,,,Necesito,,"Comida, Agua, Transporte, Manos / Voluntarios, Asistencia médica, Artículos de limpieza, Medicamentos, Ropa",,19.043346,-98.234016
1043,,Condesa,Cuauhtémoc,Ciudad de México,,,,,,,,,,,,,,,,Parque España frente al plaza Condesa con Angel Arias,2017-09-22 01:48:34,,,Necesito,,sierra circular para madera con dientes de 7 y 14 pulgadas y cortadoras eléctricas,,19.4149803,-99.1774462
1044,,Ciudad Jardín,Tlalpan,CDMX,,,,,,,,,,,,,,,,Ciudad Jardín y Tlalpan con Epigmenio Ibarra,2017-09-22 02:00:38,,,Necesito,,"material eléctrico, brocas, picos, discos, cortadoras",,,
1045,,San Angel,Alvaro Obregón,CDMX,,,,,,,,,,,,,,,,,2017-09-22 02:19:55,,,Ofrezco,,"Manos / Voluntarios, Energia electrica",,,
1046,,,Cualquiera,cdmx,,,,,,,,,,,,,,,,,2017-09-22 02:40:41,,,Ofrezco,,Manos / Voluntarios,,,
1047,,Mirador ,Iztapalapa ,Mexico ,,,,,,,,,,,,,,,,Ropa varía dama y zapatos ,2017-09-22 03:18:36,,,Ofrezco,,Ropa,,,
1048,,Chimalcoyotl ,Tlalpan ,Cdmx,,,,,,,,,,,,,,,,,2017-09-22 03:34:58,,,Ofrezco,,Manos / Voluntarios,,,
1049,,Morelos,,México ,,,,,,,,,,,,,,,,,2017-09-22 03:38:00,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos",,,
1050,,Polanco,Miguel hidalgo,Cd mx,,,,,,,,,,,,,,,,,2017-09-22 05:44:43,,,Ofrezco,,"Comida, Agua, Transporte, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa",,,
1051,,Napoles,Benito Juárez,Distrito federal,,,,,,,,,,,,,,,,,2017-09-22 08:39:12,,,Ofrezco,,Manos / Voluntarios,,,
1052,,San Gregorio Atlapulco,Xochimilco,Distrito Federal,,,,,,,,,,,,,,,,,2017-09-22 08:47:31,,,Necesito,,"Asistencia médica, Diesel, equipo médico, oxigeno, cámaras térmicas, cuerdas, arneces, y poleas.",,,
1053,,2da ampliación el pirul,Alvaro Obregón ,Cdmx,,,,,,,,,,,,,,,,,2017-09-22 09:39:06,,,Ofrezco,,"Manos / Voluntarios, Ropa",,,
1054,,Del valle,Benito juarez,Cdmx,,,,,,,,,,,,,,,,,2017-09-22 09:46:22,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios",,,
1055,,Santa Clara,Ecatepec,Edo. Méx,,,,,,,,,,,,,,,,"Somos un grupo de danza con integrantes dedicados a medicina tradicional, psicólogos, pedagogas, médicos tradicionales",2017-09-22 10:06:45,,,Ofrezco,,"Masajes, acupuntura, actividades para niños, danza",,,
1056,,Valle del sur,Iztapalapa,ciudad de México,,,,,,,,,,,,,,,,,2017-09-22 10:22:32,,,Ofrezco,,Manos / Voluntarios,,,
1057,,Fraccionamiento las américas,Ecatepec,México,,,,,,,,,,,,,,,,,2017-09-22 10:25:30,,,Ofrezco,,Transporte,,,
1058,,Los olivos ,Tlalpan ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-22 10:31:49,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza",,,
1059,,Tepepan,Tlalpan ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-22 10:34:12,,,Ofrezco,,Manos / Voluntarios,,,
1060,,Toma-condesa,M,Cdmx,,,,,,,,,,,,,,,,,2017-09-22 10:37:55,,,Ofrezco,,Manos / Voluntarios,,,
1061,,Cualquiera,Cualquera,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-22 10:44:15,,,Ofrezco,,Asistencia médica,,,
1062,,Ladron de Guevara ,,Jalisco,,,,,,,,,,,,,,,,,2017-09-22 10:46:38,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos",,,
1063,,Cuchilla del Tesoro ,Gustavo A Madero ,CDMX ,,,,,,,,,,,,,,,,Tengo dos motocicletas disponibles para transportar viveres o gente o lo que se necesite ,2017-09-22 11:45:22,,,Ofrezco,,"Transporte, Manos / Voluntarios",,,
1064,,CTM Culhuacán Sección VII,Coyoacán,Ciudad de México,,,,,,,,,,,,,,,,"Tengo dos días haciendo como voluntario en la explanada delegacional y he sido testigo de que la ayuda se envía. El problema que nos reportan las brigadas es que al tratar de acceder a Nativitas, Las Fuerzas Armadas o elementos de la SSP o de la Policía Federal, impiden el paso y ellos son quienes captan los víveres, diciendo que sólo ellos lo entregarán. No ha ocurrido esto todo el tiempo, pero según reportes de conocidos en la zona de desastre, los apoyos se están limitando. ",2017-09-22 11:59:49,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios",,,
1065,,San José,Olinala,Guerrero,,,,,,,,,,,,,,,,"es una casa antigua, se cayo parte del techo y por las lluvias esta por caerse más.",2017-09-22 12:27:30,,,Necesito,,ayuda para remover escombros y reconstrucción,,,
1066,,maravillas,puebla,puebla,,,,,,,,,,,,,,,,Ropa de niña,2017-09-22 12:48:50,,,Ofrezco,,Ropa,,,
1067,,Cabecera Municipal,Joquicingo,México,,,,,,,,,,,,,,,,"Se ha retenido la ayuda en los centros de acopio, no lo está repartiendo el ayuntamiento. ",2017-09-22 12:55:12,,,Necesito,,"Comida, Manos / Voluntarios, Asistencia médica, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña",,,
1068,,Napoles ,Benito Juarez,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-22 12:57:47,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios, Artículos de limpieza, Medicamentos",,,
1069,,Tlalcoligia,Tlalpan,CDMX,,,,,,,,,,,,,,,,,2017-09-22 13:03:47,,,Ofrezco,,Manos / Voluntarios,,,
1070,,Tizatlan,Tlaxcala,Tlaxcala,,,,,,,,,,,,,,,,,2017-09-22 13:09:57,,,Ofrezco,,Maquinaria para fabricar ladrillo para construir casas ,,,
1071,,Garcimarrero,Alvaro Obregon,Mexico,,,,,,,,,,,,,,,,"Brindoano de obra para cargar, retirar escombro",2017-09-22 13:20:51,,,Ofrezco,,Manos / Voluntarios,,,
1072,,Corregidora,Tlalpan,CDMX,,,,,,,,,,,,,,,,,2017-09-22 13:56:02,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios",,,
1073,,Jardines de Delicias,,Morelos,,,,,,,,,,,,,,,,,2017-09-22 14:09:26,,,Ofrezco,,ayuda psicológica por teléfono o por correo,,,
1074,,Roma Sur,Cuauhtemoc,CdMx,,,,,,,,,,,,,,,,,2017-09-22 14:51:13,,,Ofrezco,,Transporte,,,
1075,,SAN ANDRES ATOTO,NAUCALPAN,MEXICO,,,,,,,,,,,,,,,,,2017-09-22 15:20:19,,,Ofrezco,,Manos / Voluntarios,,,
1076,,san miguel xicalco,tlalpan,ciudad de méxico,,,,,,,,,,,,,,,,,2017-09-22 15:07:31,,,Ofrezco,,ayuda en comunicación,,,
1077,,Jardines del pedregal ,ALVARO OBREGON ,Ciudad de México ,,,,,,,,,,,,,,,,"Puedo ayudar en reconstrucción o con uso de herramientas, soy diseñadora industrial , también puedo ayudar en acopios, albergues y líneas de tranporte de cosas",2017-09-22 15:26:34,,,Ofrezco,,"Comida, Manos / Voluntarios, Ayuda en reconstrucción ",,,
1078,,El Contadero,Cuajimalpa,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-22 15:44:48,,,Ofrezco,,Manos / Voluntarios,,,
1079,,Alameda del Sur,Coyoacán,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-22 16:02:24,,,Ofrezco,,Manos / Voluntarios,,,
1080,,Salvador Díaz Mirón,GAM,CDMX,,,,,,,,,,,,,,,,,2017-09-22 16:06:46,,,Ofrezco,,Manos / Voluntarios,,,
1081,,San Miguel esq cumbres y Flores,San Miguel,Morelos,,,,,,,,,,,,,,,,"En el municipio de San Miguel en Hueyapan URGEN croquetas y un veterinario en la esquina de Cumbres y Flores. Se necesita ayuda para derribar bardas y levantar lonas principalmente. Requieren cuerda, polines, clavos grandes, cosas de ese tipo. Medicinas para bebé, paracetamol, antidiarréicos. No hay agua corriente.  

Aneleé Rossell es el contacto, está ahí: cel. 5543450698",2017-09-22 16:22:03,,,Necesito,,"Agua, Manos / Voluntarios, Asistencia médica, Medicamentos, Carpas, tiendas de campaña, Croquetas para perro veterinario",,,
1082,,San Miguel,San Miguel,Morelos,,,,,,,,,,,,,,,,Somos un centro de acopio en Tepoztlan More los en las bodegas,2017-09-22 16:38:02,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Asistencia médica, Artículos de limpieza, Medicamentos",,,
1083,,Romero de Terreros,,CDMX,,,,,,,,,,,,,,,,"Presentar lista de medicamentos, identificación oficial y dirección de centro de acopio",2017-09-22 16:54:29,,,Ofrezco,,Medicamentos,,,
1084,,Los Gavilanes,Guadalajara,Jalisco,,,,,,,,,,,,,,,,Por si alguien quiere donar a Morelos y no sabe con quien,2017-09-22 16:56:44,,,Ofrezco,,Información verificada de conactos de centros de acopio en Morelos,,,
