,AlimentosExistentes,AlimentosFaltantes,ArtculosUrgentes,Calle,Colonia,Delegacinomunicipio,EspecialistasExistentesseparaporcomas,EspecialistasFaltantesseparaporcomas,Estado,HerramientasExistentes,HerramientasFaltantes,Horariodeatencin,Marcatemporal,MedicamentosExistentes,MedicamentosFaltantes,Nombredelcentro,Nombredelcontacto,Nmero,OtrosArtculosqueNecesitan,Serequierevoluntarios,Telfono,TelfonoAcopio,Verificado,latitud,longitud
446,Agua atn chocolate,Enlatados,No.,Cumbres de Maltrata,Narvarte Poniente,Benito Juárez,No hay,No es necesario,Ciudad de México,No hay,,08:00 a 19:00,22/09/2017 15:35:14,Analgsicos,Antibiticos,Verificentro,Roberto Poblete Velázquez,422,Zapatos,No,5513951296,5564716510,Sí,19.3887688,-99.1482604
447,,,,Centro ,Centro del municipio,Miacatlan ,nan,nan,Morelos,,Herramientas de demolicin,,22/09/2017 15:35:44,,Analgsicos antibiticos material de curacin,Miacatlan ,Francisco Leon Ibeles Rivera,0,,No,7772187854,,Sí,18.7665386,-99.35813329999999
448,,,"Comida, artículos para bebé, medicinas, ropa, bolsas, artículos de higiene ",Cozumel ,Roma,Cuauhtémoc ,Mdicos ,Mdicos ,Ciudad de México,Aguaelectrolitos,Discos herramienta de noche lmparas ,10:00 a 12:00,22/09/2017 15:43:59,Botiquines ,Analgesicos vitaminasantibiticos ,Reaccion 8.2,Isaac sosa,84,"Artículos para bebé, víveres ",Sí,5530815659,5530815659,Sí,19.4168371,-99.1703466
449,,Comida enlatada comida para bebes alimento para mascotas,"Medicinas, articulos de higiene personal, pañales, toallas femeninas, ropa, cobijas",Lerma,Renacimiento,Cuahutemoc ,,,Ciudad de México,,,,22/09/2017 15:46:16,Esta por llegrles un camion de queretaro en los siguientes dias,De todo,Centro de acopio lerma,,46,,No,,5536709659,Sí,19.430711,-99.16396669999999
450,,,,Rio rhin,Renacimiento,Cuahutemoc ,nan,nan,Ciudad de México,,,10:00 a 18:00 hrs,22/09/2017 15:53:03,,,Centro de acopio dhl rio rhin,,63,,No,,,Sí,19.4307881,-99.16482479999999
451,,,"Ropa interior nueva para niños, adolescente y adultos ",Av Luis Cabrera ,San Jerónimo ,Magdalena Contreras ,nan,nan,Ciudad de México,,,,22/09/2017 15:54:05,,,Casa popular,Cecilia,1,,No,445519521201,,Sí,19.3222341,-99.2219049
452,,,"Comida no perecedera, cobijas, higiene personal, agua, alimentos mascotas, artículos primeros auxilios, ",Eje Central,Narvarte Poniente,Benito Juárez,,,Ciudad de México,,,Hasta 9 AM del 22 de septiembre,22/09/2017 15:56:52,,,Centro de acopio directo a Morelos,Roberto Poblete Velázquez,875,"Toallas femeninas, higiene bebé",Sí,5513951296,5520704352,Sí,19.3841942,-99.1476253
453,,Comida no perecedera para nios leche en polvo croquetas para perros,"Alcohol, agua oxigenada, vendas, gasas, cobijas.",Plaza de la República,Tabacalera,Cuauhtemoc,nan,nan,Ciudad de México,,,,22/09/2017 15:56:56,,Antiinflamatorios,Monumento a la revolución,Martha Contreras,67,,No,5585670596,,Sí,19.4363142,-99.1554687
454,,,,PArque España Sonora,Condesa,Cuahutémoc,nan,nan,Ciudad de México,,Lmparas de mineroRotomartillo elctricoSierras gruesas marca truperBarriles  tambos grandesCala ACascosBarretas punto ganzo,,22/09/2017 15:58:56,,,,Entrelazando Mexico,0,,No,,,Sí,19.4153363,-99.1711504
457,,Ninguno,"Plásticos, Impermeables, material para habilitar albergue, extensiones eléctricas, focos"," 62731 La Nopalera, Morelos",La Nopalera,Yautepec,nan,Ingenieros y arquitectos estructuralistas,Morelos,,Extensiones elctricas focos,,22/09/2017 16:00:53,,Ninguno,Sin Nombre,Edmundo Bautista,62731,"Pilas, linternas",No,771 712 2636,,Sí,18.798743,-99.056806
459,,,"Alimento para mascota, juguetes y ropa de ninos, medicamentos, herramientas ",Andrés Henestrosa,Las Águilas,Alvaro Obregon,nan,nan,Ciudad de México,,,,22/09/2017 16:07:15,,,,PAULA TARRIBA ,40,,,5534445621,,,19.3610954,-99.2016579
460,,,Todo tipo de víveres para armar despensa.,Avenida México-Xochimilco,AMSA,Tlalpan,nan,nan,Ciudad de México,,,De 9 am a 11 pm,22/09/2017 16:07:44,,,Centro de Acopio Parque Tecnológico en Ciencias de la Salud,,338,,No,,,Sí,19.2826832,-99.13937709999999
461,Leche en polvo Enlatados ,Maruchanatunenlatados,"Seleeping,cobijas,almohadas,ropa,bolsas ziploc,cajas",Progreso 21,Escandon,Miguel Hidalgo ,Nada,Todos,Ciudad de México,Nada,Todo,24 hrs,22/09/2017 16:13:14,Nada,Merteolate agua oxigenada jeringas vendas alcohol,Alquimavi,Graciela Muñoz carbajal,21,,No,,55155250,Sí,19.2857555,-99.18800159999999
462,Escasos,Todos enlatados no perecederos,"Atún, frijoles, galletas, leche en polvo, alimentos para bebé, pañales, toallas sanitarias, calcetas, comida enlatada, ropa en general, jeringas, suero, anti histaminico, ambroxol, insulina, adrenalina, medicamentos en general, ambroxol",Veracruz con Parque España,Comdesa,Miguel Hidalgo,Todos,Rescatistas,Ciudad de México,Escasos,Palas picos lmparas pilas,24 horas,22/09/2017 16:16:41,Escasos,Escasos,Parque España,Jazmin Martinez,113,"Papel de baño, cepillos, pasta dental, jabón corporal, biberones, chalecos, cascos",Sí,5559815940,5559815940,Sí,19.4156569,-99.1717864
463,,Reciben de todo tipo y lo canalizan a la Marina,Reciben de todo tipo y lo canalizan con la Marina.,Insurgentes norte ,Buenavista,Cuauhtemoc,,,Ciudad de México,,Reciben de todo tipo y lo canalizan a la Marina,24 hrs,22/09/2017 16:19:01,,Reciben de todo tipo y lo canalizan a la Marina,Centro de acopio PRI,Guadalupe Comez Maganda,59,,No,,7444495100,Sí,19.4277165,-99.1610699
464,,,,Aldama y Mina,Buenavista,Cuauhtemoc,nan,Ingenieros y Arquitectos titulados o en ltimos semestres,Ciudad de México,,Cascos chalecos guantes,24 hrs.,22/09/2017 16:29:31,,,Delegación Cuauhtemoc,Alejandra Fernandez,0,,Sí,5545118095,,Sí,19.3076382,-99.2516812
465,,,"Lonas, cartón, polines, cemento, arena, grava, ropa de frío, suéteres, sudaderas, ",5 de mayo,San Andrés hueyapan,Te tela del volcan,,Ingenieros,Morelos,,,24 horas,22/09/2017 16:36:50,,,Escuela primaria justo sierra,Ivan Eduardo Zavala perez,88,Gasolina,No,7351014463,7351014463,Sí,18.8908439,-98.7225494
466,Enlatados leche alimentos para beb ,Frijol arroz lentejas azcar sal ,"Comida preparada, brigadistas ",Pirañ,Del mar ,Tláhuac ,Ninguno ,Mdicos arquitectos ingenieros,Ciudad de México,Palas ,Lmparas cascos ,00:00 a 24:00 horas ,22/09/2017 16:40:50,Paroxetina ciprofloxacino,Ketorolaco ampicilina insulina diclofenaco agua estril ,Acopio piraña CU,Kevin Alonso ,108,Cobijas,No,5539967792,,No,19.2926163,-99.0616525
468,,,,Aldama,Guerrero,Cuauhtemoc,nan,nan,Ciudad de México,,,7am-10pm,22/09/2017 16:45:09,,Antiistaminicos y antibiticos,Sindicato CROM,Nely ávila,75,,No,5513962977,,Sí,19.4426967,-99.1510204
470,,Agua enlatados,,Violeta ,Las peritas,Xochimilco,,,Ciudad de México,,Marros palas cascos cuerdas barretas serrucho guantes de carnaza,11am a 6 pm,22/09/2017 16:59:44,Botiqun de primeros auxilios,,Asociación civil por amor a xochimilco,Indira,3,,No,,5521576655,Sí,19.2499156,-99.06183970000001
471,,,"Lonas, cartón, cobijas.",Calle Salvador Díaz Mirón ,santa maria la ribera,Cuauhtémoc,Veterinario,,Ciudad de México,,,11 - 5,22/09/2017 17:04:40,,,ANIMAGICO CLÍNICA VETERINARIA,Natalia Rodríguez,110,,No,5541426965,,Sí,19.4495411,-99.1617283
472,,Leche en polvo alimento para bebs,"Medicamentos, Cobijas, vendas, alcohol, gasas, agua oxigenada, jeringa, ALIMENTOS PARA GATOS Y PERROS, herramientas en general.",Av. Universidad,Chamilpa,Cuernavaca,,Ingenieros que revisen las casas daadas,Morelos,,De todo,24 hrs,22/09/2017 17:05:57,,En general pero antibiticos ms,UAEM (UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MORELOS,Alberto Gaytán,1001,"Biberones, toallitas de bebés, ropa",Sí,7772053006,7773297900,Sí,18.98372,-99.2384921
473,,,"Libros para colorear , crayones , pelotas , muñecas , plastilinas , pinturas , lotería ",Plaza río Grijalva ,Cuauhtémoc ,Cuauhtémoc ,nan,nan,Ciudad de México,,,9 a 21 hrs,22/09/2017 17:06:04,,Ibuprofeno alcohol  agua oxigenada  gasas  vendas  cinta adhesiva  algodn  mertiolate ,Canibal,Octavio esquivel alvarez del castillo,29,,No,,,Sí,19.4341006,-99.1687678
474,Cereales leche ,,"Artículos sanitarios, pañales ",Pingüino ,Del mar,Tláhuac ,Ingenieros arquitectos psiclogos ,Ninguno ,Ciudad de México,Pocos palas mazos ,Ninguna ,10:00 a 17:00,22/09/2017 17:07:40,Botiqun de primer auxilio ,Ninguno ,Pingüino ,Ángel López ,183,No ,No,5541289790,,No,19.2891101,-99.0629884
476,,,"Mamilas,",Rio Panuco,Cuauhtemoc,Cuauhtemoc,nan,nan,Ciudad de México,,,,22/09/2017 17:26:55,,Gaza agua oxigenada ,Pet xclusive,Martha dominguez,161,Comida de mascotas,No,5517284050,,Sí,19.4288523,-99.1713527
478,Todos,,"Herramienta, ropa de bebé, artículos de curación ",tesoro,Estrella,Gustavo a Madero ,nan,nan,Ciudad de México,Cubetas,Picos palas lminas ,10-20,22/09/2017 17:31:49,Artculos de primeros auxilios microporo algodn paracetamol ibuprofeno,Artculos de limpieza cloro jabn de tocador jabn roma ,Dalú Bakery,,120,Cobijas,No,,,Sí,19.4732251,-99.1158435
480,,Reabastecimiento para Morelos y Puebla,"Herramientas, medicinas",Amores,Del Valle,Benito Juarez,nan,nan,Ciudad de México,,,,22/09/2017 17:35:44,Reabastecimiento para Morelos y Puebla,Reabastecimiento para Morelos y Puebla,Amores 1444,Kevin Morales (coordinador),1444,,No,5568180592,,Sí,19.3722419,-99.16927919999999
482,,Enlatados agua,"Herramienta, palas, picos, láminas ",Prolongación venturina,Estrella,Gustavo a Madero ,Mdicos ,,Ciudad de México,,Lminas palas picos lmparas ,8-22,22/09/2017 17:46:40,,Material de curacin agua oxigenada gasas toallas femeninas,Sky Gym,,34,,Sí,,,Sí,19.4739179,-99.1145629
483,Vaco,Todos,Ninguno,Callao,Lindavista sur,Gustavo A. Madero,Ninguno,Ninguno,Ciudad de México,Vaco,Todas Palas cuerdas mazos etc Pconstruccin,"12:00pm a 11:00pm. 22,23,24 de septiembre.",22/09/2017 17:49:36,Vaco,Todos,Inspira,Janeth Vité,677,"Cobijas, higiene personal, artículos de limpieza, alimento p/ perro",No,5518007128,5518007128,Sí,19.4869165,-99.1274069
484,,,,Gral. Francisco Fagoaga,San Miguel Chapultepec secciónI,Miguel Hidalgo,nan,nan,Ciudad de México,,,24 hrs,22/09/2017 17:50:27,,,,,64,,,,,Sí,19.4131801,-99.1872889
486,,alimentos no perecederos,"Kits de venoclisis, alcohol, gasas, solución glucosa, solución hartman, pilas, sábanas, cascos, punzos no. 18 14 16 12 y 22, electrodos, llaves de tres vías, jeringas, cubrebocas, agua oxigenada, venda de 10cms, guantes quirúrgicos",Gobernador José Ceballos,San MIguel Chapultepec sección I,Miguel Hidalgo,nan,nan,Ciudad de México,,,24 hrs.,22/09/2017 17:56:39,,,San Miguel Chapultepec,Paola Medina,55,artículos de higiene personal,No,5538893414,,Sí,19.4099025,-99.18904239999999
487,,,"Todo tipo, medicamentos y material de curación ",Juan de Dios Batiz,Zacatenco,GAM ,nan,nan,Ciudad de México,,Todas,9:00 a 9:00,22/09/2017 17:57:05,,,Centro de Acopio ESCOM,José Manuel Cordoba,0,,No,,,Sí,19.5028766,-99.1304521
488,No agua no alimento preparado,,"Mamilas, pañales, toallitas húmedas, aceite para bebe, miel karo, leche en polvo, alimento para bebé, antibiótico pediátrico, alimento para perro y gato.",Diagonal san Antonio casi esquina Xochicalco,Natvarte,Benito Juárez,,,Ciudad de México,,,7:30 am 10:00 pm,22/09/2017 17:59:22,,,Cafetería Nopal con Tunas ,Héctor del Ángel García,1437,,No,63635775,5541405269,Sí,19.3974698,-99.1536025
489,,Todo tipo,,Miguel Bernard y Juan de Dios Batiz,IPN campus Zacatenco,GAM,nan,nan,Ciudad de México,,,9-9,22/09/2017 18:00:06,,Todo tipo,IPN Centro de acopio institucional,,0,,No,,,Sí,19.5108485,-99.1403546
491,,Comida enlatada ,Herramientas ,Río Lerma ,Cuauhtémoc ,Cuauhtémoc ,,,Ciudad de México,,Demolicin ,25 hrs,22/09/2017 18:01:11,,Material de curacin ,Centro de acopio Río Lerma ,Octavio esquivel ,69,Cobijas e impermeables ,No,5513947713,5527270495,Sí,19.4303371,-99.1652457
493,Atn sardina leche en polvo aceite arroz pastas azcar caf frijoles agua leche,,,Casma,Churubusco Tepeyac,Gustavo A Madero,,,Ciudad de México,,,Hasta 9pm,22/09/2017 18:04:35,Paracetamol antibiticos antidepresivos pepto bismol dramadol,,Wikipolítica Ciudad de México Lindavista,Elisa Torres,584,,No,62349201,5554136597,Sí,19.4879199,-99.13672969999999
494,,Enlatados ,Material de curación ,Salvatierra ,san Bartolo Atepehuacan,GAM,nan,nan,Ciudad de México,,,9:00 a 21:00 hoy parten a Morelos por la noche ,22/09/2017 18:06:39,,,Sin nombre,Xochitl Hernandez ,66,,No,,,Sí,19.4977984,-99.1461126
495,,,,Av. Wilfrido Massieu,San Bartolo Atepehuacan,GAM,nan,nan,Ciudad de México,,,10:00 a 20:00 hrs,22/09/2017 18:11:34,,,Sin nombre,,414,Muñecos de peluche,No,,,Sí,19.4953423,-99.1382433
496,gua  hay muy poco se acaban de llevar todo ,Agua medicina gasas agua oxigenada alcohol paales comida de bebe Morelia Oaxaca y puebla  ,Primeros auxílios ,Tizoc y tonantzin,Anáhuac ,Miguel Hidalgo ,nan,nan,Ciudad de México,,,De 9:00 a 18:00 hrs,22/09/2017 18:11:41,No hay nada ,Primeros auxilios,Verificentro ,Verificentro ,7,,No,55668171,,Sí,19.4396203,-99.17110290000001
497,,,,Belisario Domuniguez,Terán,Tuxtla Gutierrez,,,Chiapas,,,,22/09/2017 18:11:51,,,Unach Sistemas,Sistemas ,0,,No,9611207649,9611207649,Sí,16.7473338,-93.098759
498,,,,Wilfrido Massieu ,San Bartolo Atepehuacan,GAM,nan,nan,Ciudad de México,,,9:00 a 21:00,22/09/2017 18:13:01,,,Sin nombre ,,403,Ropa,No,,,Sí,19.4962595,-99.14094970000001
502,,No perecederos en general como comida enlatada alimento para mascotas arroz frijol azcar aceite agua avena leche cereal,"Víveres, herramientas, medicamentos",Ceballos,San Miguel Chapultepec,Miguel Hidalgo,Un rescatista,Arquitectos ingenieros mdicos,Ciudad de México,,carpas lonas carbn anafre velas cuerdas cascos guantes de carnaza linternas pilas gatos hidrulicos picos y palas lminas de cartn material de construccin  clavos alambre carretillas brocas para rotomartillo pinzas de corte botas rompevientos herramientas para cortar vigas ,"Permanente, si está cerrado, toquen el timbre",22/09/2017 18:25:33,, kits de benoclisis  Alcohol  gasas solucin glucosa solucin hartman  punzos no     y  electrodos jeringas de  y  ml  Cubrebocas agua oxigenada venda de  cm  antibiticos agua fisiolgica de  ml guantes quirrgicos  Aponefrina adrenalina atropina tela adhesiva micropor bultos quirrgicos dextrosa  solucin suero xilocana oxgeno ketorolaco tramadol clindacimina penicilina oxcitocina y aminocidos peditricos jeringas salbutamol frulas collarines bloqueador solar ketorolaco metformina captopil diclofenaco naproxeno para etanol ibuprofeno ,Ceballos 55,Paola Medina,55,"Artículos de limpieza personal, ropa y cobijas limpias, colchonetas, botas, zapatos, tiendas de campaña, carpas, lonas, carbón, anafre, velas/veladoras, ",No,55 38893414,55 38893414,Sí,19.4099025,-99.18904239999999
503,,,,Monte Albán,Narvarte Poniente,Benito Juárez,,,Ciudad de México,,Picos palas,9AM-3AM,22/09/2017 18:26:19,,En general material de curacin,Centro de acopio para damnificados de Jojutla,Roberto Poblete Velázquez,304,"Parrillas eléctricas, colchones inflables, higiene bebés",Sí,5513951296,5517814519,Sí,19.2665852,-99.63984149999999
504,,Todos,,Montevideo esq.Eten,San Bartolo Atepehuacan ,GAM,nan,nan,Ciudad de México,,Todas,10:00 a 19:00,22/09/2017 18:28:23,,Todos ,Ferreteria Montevideo ,,450,,No,,,Sí,19.4919159,-99.13835689999999
505,,comida de bebe ,"viveres, insumos sanitarios, voluntatios, lonas y cobijas ",0,centro,Tlaquiltepan ,nan,nan,Morelos,,,,22/09/2017 18:29:31,,metformina,Tlaquiltepan ,Alberto Maldonado,0,,Sí,7341164959,,Sí,17.7432617,-98.5676438
507,,,,Escalera,San Bartolo Atepehuacan ,GAM,,,Ciudad de México,,Lmparas ,9:00 a 19:00,22/09/2017 18:33:54,,Insulina,Sin nombre,,14,"Cobijas, pilas, alimento para perros, bolsas de basura, toallas femeninas, toallas húmedas, pañales, alcohol, jabón de tocador ",No,51190745,51190745,Sí,19.4977951,-99.14740230000001
508,,Agua,"Carretillas, palas, picos, láminas de cartón",Luz Saviñón,Narvarte Poniente,Benito Juárez,,,Ciudad de México,,,10-19,22/09/2017 18:34:53,,,Centro de acopio Oaxaca-CDMX-Morelos,Roberto Poblete Velázquez,1761,Toallas sanitarias,Sí,5513951296,5537113749,Sí,19.3898868,-99.15035669999999
509,,Enlatados,"ropa, pañales, cobijas, papel de baño, toallas femeninas, lonas e impermeables",Insurgentes Sur,La Joya,Tlalpan,,,Ciudad de México,,cubetas esmeril picos palas flexmetros cascos cubrebocas guantes de obra polines cuerdas tijeras de lmina,8:00 am - 10:00 pm,22/09/2017 18:45:39,,Insulina antiespasmdicos botiqun tanques de oxgeno porttiles,Coffee & Salads MOMO,,4360,,No,,55 5655 6271,Sí,19.280292,-99.169444
510,,azcar sardinas atn sal caf sopa de pasta lentejas verduras enlatadas aceite galletas leche en polvo para beb alimento para beb frijoles enlatados alimentos para mascotas,"papel sanitario, pañales para bebé y adulto, toallas femeninas, cepillos y pasta dental, shampoo, desodorante, jabón de tocador",Insurgentes Sur,La Joya,Tlalpan,nan,nan,Ciudad de México,,,,22/09/2017 18:52:47,,,Estudiantado Mayor Mercedario,,4350,,No,,,Sí,19.2804674,-99.169617
511,Ninguno,Enlatados NO perecederos Etc,Ninguno.,Chiclayo,Lindavista sur,Gustavo A. Madero,Ninguno,Ninguno,Ciudad de México,Ninguna,No reciben,9:00am a 8:00pm. ,22/09/2017 18:54:41,Ninguno,Ambroxol antidiarricos insulina etc,Pastor de Amor,Iglesia Pastor de Amor,640,"Tiendas de campaña, cobijas, colchonetas, sleeping bags. ",No,----,cclindavista@hotmail.com,Sí,19.4883581,-99.1320741
512,,No perecederos,"Medicamentos, víveres no perecederos, herramienta, artículos de limpieza, cobijas, alimento para mascotas, artículos de higiene personal,",Cerrada de Alberto Zamora ,Col. Villa Coyoacán,Coyoacán,,,Ciudad de México,,Palas picos cuerdas carretillas cubrebocas guantes de carnaza arneses ,9am a 18hrs,22/09/2017 18:55:06,,Antibiticos material para curacin,Fundar Centro de Análisis e Investigación A.C.,Haydé Pérez Garrido,21,,No,+52 (55) 5554 3001,+52 (55) 5554 3001,Sí,19.3451713,-99.16356379999999
513,,,"Casas de campaña, Cobijas, Lámparas de mano, Almohadas, Colchonetas. ",Berlin,Juárez,Cuauhtemoc,,,Ciudad de México,,,9 am a 9 pm,22/09/2017 19:11:36,,,Berlin 37 - Galería Marso,Sofia Mariscal,37,,No,5510986097,5510986097,Sí,19.4262791,-99.156784
514,Atn frijoles pasta arroz semillas ,Leche en polvo agua y enlatados ,"Comida enlatada , artículos para bebé , cobijas, leche en polvo ",Mexico Tacuba 70,Tlaxpana,Miguel Hidalgo ,No hay ,Veterinario y mdico general ,Ciudad de México, palas y  picos ,Cascos  guantes  cortadoras ,Del 9 de la mañana a 9 de la mañana ,22/09/2017 19:14:35,Diabetes insulina analgsicos agua inyectable  para problemas gstricos ,Alcohol gasas vendas,Parroquia San Antonio,"Aldo Ceballos , Ismael Ramirez ",6,Ya ,No,5563234883,70257611,Sí,19.4449864,-99.1683554
515,,,40 casas de campaña,Madrid,Del Carmen,Coyoacán,,,Ciudad de México,,,11 a 20 h.,22/09/2017 19:18:20,,,El Vicio Teatro,Ana Francis Mor,13,,No,+52 1 55 5402 6844,56591139,Sí,19.3574019,-99.16415149999999
516,salbutamol inhalador,,,Nogal,Santa María la Ribera,Cuauhtémoc,,,Ciudad de México,,,9:00 a 18:00 hrs. sabados y domingos,22/09/2017 19:20:47,,,Nogal 49,Humberto Salgado,49,,No,,6845-5547,Sí,19.4453177,-99.1642755
517,Existentes arroz frijol chiles atn azcar leche en tetrapack,,,Cedro,Santa María la Ribera,Cuauhtémoc,,,Ciudad de México,,,9:00 a 21:00 o más tarde si es necesario. Se requiere en otro horario pueden abrir,22/09/2017 19:23:10,insulina  tomas,,Cedro 29,Rosa María Rivero,29,,No,5552177414,5552177414,Sí,19.444003,-99.16334150000002
518,,,"Casas de campaña, colchas y cobertores, lámparas y material de higiene personal",Berlín,Juárez,Cuauhtémoc,,,Ciudad de México,,,10am-9pm,22/09/2017 19:28:14,,,Marso,Sofía Mariscal,37,,No,5510986097,5510986097,Sí,19.4262791,-99.156784
519,Aceite arroz frijoles,Comida enlatada alimento para beb,"Cinta micropora, vendas, agua oxigenada",Entronque Picacho-ajusco,Ampliación fuentes del pedregal,Tlalpan,,,Ciudad de México,,,9am a 9pm,22/09/2017 19:30:32,Gasas ,,Centro de acopio de El Colegio de México,Máximo Jaramillo,20,"Cajas de cartón, cinta canela",No,3311949236,3311949236,Sí,19.30352,-99.207858
520,,Atn sardinas frijoles arroz agua ,Mesa ,Régina ,Centro ,Cuauhtémoc , mdicos  psicolgos ,,Ciudad de México, palas ,Lamparas extensiones cuerda ,6 am a 2 am ,22/09/2017 19:36:05,Antihipertensivos anti cidos analgsicos antiinflamatorias insulina antidepresivos ,,Régina 94 ,Daniel Saucedo ,20,,No,5560276390,5560276390,Sí,19.4284241,-99.13898239999999
521,Suficientes,Medicinas y material mdico artculos de higiene personal ropa y otros artculos,"láminas, clavos, alambre y demás material para construcción",-,-,San Antonio Alpanocan,nan,Arquitectos ,Puebla,,,,22/09/2017 19:46:18,,Bsicos,"Alpanocan, Puebla",José Blas Gutiérrez Figueroa,123,Gotas para desinfectar agua ,No,8113205026,,No,18.8736705,-98.71155689999999
522,Despensas armadas ,Enlatados ,"Medicamentos , pañales , casas de campaña , mantas , productos no perecederos ",Lago Chalco 156,Anáhuac ,Miguel Hidalgo ,Arquitectos Ingenieros para detectar ,No ,Ciudad de México,Escaleras cascos guantes chalecos y limpieza ,No ,9:00 a 20:00 y acopio 24 hrs. ,22/09/2017 19:47:18,Medicina de curacin desinflamantes  insulina ,Insulina  coagulantes  desinflamantes  ketorolaco adrenalina  curacin y primeros auxilios ,Bauhaus ,Iván Camarillo ,50,No ,No,5514147751,85035304,Sí,19.4442978,-99.1761829
523,,,,Sabino,Santa María la Ribera,Cuauhtémoc,nan,nan,Ciudad de México,,,9 a 9,22/09/2017 19:47:37,,,Sabino 154,Alejandro Pérez,154,,No,5574552479,,Sí,19.4487329,-99.16009
524,,,"arroz, frijol, chiles, atún, azúcar, leche en tetrapack",Cedro,Santa María la Ribera,Cuauhtémoc,,,Ciudad de México,,,9:00 a 21:00 o más tarde si es necesario. Si se requiere en otro horario pueden abrir,22/09/2017 19:57:39,insulina  tomas,,Grupo Cedro's,Rosa María Rivero,29,,No,5552177414,55668729,Sí,19.444003,-99.16334150000002
525,,Comida para beb comida para perro comida enlatada,"Ropa para bebé, cobijas",Jaime Torres Bodet,Santa Maria La Ribera,Cuauhtemoc,Ninguno,Todos,Ciudad de México,,Palas picos mazos,11am a 10pm,22/09/2017 19:58:01,,Antibiotico paracetamol,Malquerida Bodet,Bibiana  Plascencia,115,"Articulos de higiene personal: toallas higiénicas, rastrillos, jabon, shampoo, jícaras,etc...
",No,55472632,55472632,Sí,19.4465781,-99.1579761
526,Agua alimento para perro,Alimento para beb ,"artículos para bebé, artículos de limpieza, ropa, higiene personal, cobijas, zapatos",Calzada De Tlalpan,Ex Hacienda Coapa,Coyoacán,Mdicos ,Arquitectos  traductores ingenieros ,Ciudad de México,Cubetas ,Cascos guantes palas pilas linternas ,10 AM - 5 PM,22/09/2017 19:59:04,Diclofenaco ,Antibiticos sondas foley material para curaciones  insulina analgsicos ,Universidad del Valle de México campus Coyoacán,Samantha Sierra,3016,"Equipo de rescate,  picos, botas, casas de campaña, lonas, sleeping bags, gasas",No,5521952030,01 (55) 55992600,Sí,19.3151247,-99.1398768
529,,,,Paseo de los Nogales,Paseos de Taxqueña,Coyoacán,,,Ciudad de México,,,,22/09/2017 20:05:14,,,Parque de las montañas,,0,,,,5559534054,Sí,19.3473593,-99.1259958
530,,Comida enlatada,,"Prolongación Ojo de Agua, esquina Vista Hermosa",Santa Rosa Xochiac ,Alvaro Obregón ,,,Ciudad de México,,Polines mazos martillos,,22/09/2017 20:10:28,,Antibiticos ,Capilla ojo de Agua,Señor Roman,57,,Sí,5519357661,5519357661,No,19.3248434,-99.28605669999999
531,,Latas abre fcil y alimentos no perecederos ,"Artículos de limpieza personal, pañales, cubiertos desechables, productor de limpieza",Prolongación Misterios,Tepeyac Insergentes,G.A.M,nan,nan,Ciudad de México,,,,22/09/2017 20:10:44,,,Mega Comercial Mexicana la villa ,,0,,,,,Sí,19.4889611,-99.1174502
532,,agua embotellada alimentos enlatados alimento para beb,"lonas, cobijas, colchonetas, pilas, lámparas",Amatlán,Condesa,Cuauhtémoc,,,Ciudad de México,,,,22/09/2017 20:11:19,,,Casa Apolorama,Giselle Retana,158,,No,55 4884 1836,55 4884 1836,Sí,19.4091654,-99.1770222
533,Enlatados,Leche en polvo formula,"Repelentes, articulos de higiene personal, ropa de bebé, ropa interior, cobijas, colchonetas, lámparas, baterias, pañales",Dr. Atl,Santa Maria La Ribera,Cuauhtemoc,Ninguno,Todos,Ciudad de México,Ninguna,Todas,11am a 8pm,22/09/2017 20:12:00,Ninguno,Ketorolaco mg ibuprofenoparacetamol jeringas ,Dr Atl 128,Ernesto,128,"Lonas, impermeables",No,5578967193,5578967193,Sí,19.4460357,-99.1569088
534,,,,Tres guerras,Colonia ,Cuauhtémoc,nan,nan,Ciudad de México,,,10h - 18h,22/09/2017 20:22:16,,,Centro de acopio Teatro Ciudadela ,Lic. Luz Erica,9,,Sí,,,No,19.4304366,-99.15081049999999
535,,Atun aceite arroz frijol en lata agua embotellada ,"Pañales desechables, Leche Kínder, ",Francisco I Madero,El mirador ,Tlaltizapan ,,,Morelos,,Carrerillas palas picos ,9 - 22:00 ,22/09/2017 20:28:32,,,"Tlaltizapan, Morelos ",Kiara Rabadan ,31,,No,7341289630,7341289630,,18.6302991,-99.1605584
536,,Todo pues se acaba de vaciar el centro  y empiezan de cero ,Todo pues se acaba de vaciar el centro y empiezan de cero ,Agustín Gutiérrez #33bis,GeneRal Anaya ,Benito juarez,nan,nan,Ciudad de México,,Todo pues se acaba de vaciar y empiezan de cero ,,22/09/2017 20:30:34,,Todo pues se acaba de vaciar y empiezan de cero ,SOS Central Operativa ,,33,,No,,,Sí,19.3598763,-99.1582581
