X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,unnamed__1_,Marca_temporal,Calle,Numero_aproximado,Colonia,Delegacion,Nombre_contacto,Telefono,Articulos_Urgentes,Alimentos_Faltantes,Alimentos_Existentes,Medicamentos_Faltantes,Medicamentos_Existentes,Herramientas_Faltantes,Herramientas_Existentes,Otros_Articulos,Horario_Atencion,Requieren_voluntarios,Verificado,Estado,latitud,longitud
,,centro medico Santa Fe,"unnamed (1): 131<br>Marca temporal: 21/09/17 14:00<br>Calle: avenida mexico san gregorio<br>Numero_aproximado: 89<br>Colonia: San Gregorio Atlapulco<br>Delegacion: xochimilco<br>Nombre_contacto: caracol<br>Telefono: 6228559579<br>Articulos_Urgentes: medicina, herramienta<br>Alimentos_Faltantes: nada<br>Alimentos_Existentes: nada<br>Medicamentos_Faltantes: Enanapril, soluciones para la tos infantil y adulto,  dextrometorfano, reboxitocina , antidepresivos, para la presión<br>Medicamentos_Existentes: nada<br>Herramientas_Faltantes: picos<br>Herramientas_Existentes: nada<br>Otros_Articulos: medicina<br>Horario_Atencion: todo el dia<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,131.0,21/09/17 14:00,avenida mexico san gregorio,89.0,San Gregorio Atlapulco,xochimilco,caracol,6228559579,"medicina, herramienta",nada,nada,"Enanapril, soluciones para la tos infantil y adulto,  dextrometorfano, reboxitocina , antidepresivos, para la presión",nada,picos,nada,medicina,todo el dia,Sí,Sí,Ciudad de México,,
,,Centro de acopio Zapata y División,"unnamed (1): 132<br>Marca temporal: 21/09/17 14:02<br>Calle: Emiliano Zapata y División del Norte<br>Numero_aproximado: 1938<br>Colonia: Emperadores<br>Delegacion: Benito Juárez<br>Nombre_contacto: Margo González<br>Telefono: 5551043892<br>Articulos_Urgentes: Medicamentos pediátricos, venoclisis, agua oxigenada, mertiolate, salbutamol, gotas para ojos<br>Alimentos_Faltantes: Ninguno<br>Alimentos_Existentes: Ninguno<br>Medicamentos_Faltantes: Medicamentos pediátricos, venoclisis, agua oxigenada, mertiolate, salbutamol, gotas para ojos, antiinflamatorios, antiestamínicos, hipertensivos, soluciones fisiológica<br>Medicamentos_Existentes: Ninguno<br>Herramientas_Faltantes: Ninguna<br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Todos los anteriores<br>Horario_Atencion: 24 horas<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,132.0,21/09/17 14:02,Emiliano Zapata y División del Norte,1938.0,Emperadores,Benito Juárez,Margo González,5551043892,"Medicamentos pediátricos, venoclisis, agua oxigenada, mertiolate, salbutamol, gotas para ojos",Ninguno,Ninguno,"Medicamentos pediátricos, venoclisis, agua oxigenada, mertiolate, salbutamol, gotas para ojos, antiinflamatorios, antiestamínicos, hipertensivos, soluciones fisiológica",Ninguno,Ninguna,Ninguna,Todos los anteriores,24 horas,No,Sí,Ciudad de México,,
-99.159945,19.4191466,La Teatrería,"unnamed (1): 133<br>Marca temporal: 21/09/17 14:05<br>Calle: Tabasco<br>Numero_aproximado: 152<br>Colonia: Roma Norte<br>Delegacion: Cuauhtémoc<br>Nombre_contacto: La Teatrería<br>Telefono: 63896695<br>Articulos_Urgentes: Material para kits de primeros auxilios (algodón, alcohol, agua oxigenada)<br>Alimentos_Faltantes: Gerber/papillas, Leche en polvo, jugos<br>Alimentos_Existentes: No sobra nada<br>Medicamentos_Faltantes: Algodón, alcohol, vendas, agua oxigenada, jeringas, vida suero oral<br>Medicamentos_Existentes: No sobra nada<br>Herramientas_Faltantes: Palas, carretillas, guantes de carnaza, casco, botas, cubrebocas, picos<br>Herramientas_Existentes: No sobra nada<br>Otros_Articulos: Biberones, escobas, cloro, detergente, shampoo, cepillo de dientes, papel higiénico, pasta de dientes, jabón, toallas sanitarias, biberones, toallas húmedas, alimentos y guantes para patas de mascotas<br>Horario_Atencion: <br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.4191466<br>longitud: -99.159945",,,,,-1,0,-1,,,133.0,21/09/17 14:05,Tabasco,152.0,Roma Norte,Cuauhtémoc,La Teatrería,63896695,"Material para kits de primeros auxilios (algodón, alcohol, agua oxigenada)","Gerber/papillas, Leche en polvo, jugos",No sobra nada,"Algodón, alcohol, vendas, agua oxigenada, jeringas, vida suero oral",No sobra nada,"Palas, carretillas, guantes de carnaza, casco, botas, cubrebocas, picos",No sobra nada,"Biberones, escobas, cloro, detergente, shampoo, cepillo de dientes, papel higiénico, pasta de dientes, jabón, toallas sanitarias, biberones, toallas húmedas, alimentos y guantes para patas de mascotas",,No,Sí,Ciudad de México,19.4191466,-99.159945
,,ramos millan,"unnamed (1): 134<br>Marca temporal: 21/09/17 14:08<br>Calle: ramons millan esquina juan escutia<br>Numero_aproximado: 55<br>Colonia: americas unidas<br>Delegacion: benito juarez<br>Nombre_contacto: caracol<br>Telefono: 6228559579<br>Articulos_Urgentes: palas, picos, guantes de carnaza, cascos de seguridad, lamparas con pilas, cubrebocas<br>Alimentos_Faltantes: sal, azucar, cafe, verduras enlatadas, aceite, pasta, lentejas, comida para bebe, leche en polvo<br>Alimentos_Existentes: nada<br>Medicamentos_Faltantes: nada<br>Medicamentos_Existentes: nada<br>Herramientas_Faltantes: picos, palas, guantes, chalecos antirreflejantes, lamparas<br>Herramientas_Existentes: nada<br>Otros_Articulos: articulos de higiene, toallas femeninas, desodorante, pañales para bebe y adultos<br>Horario_Atencion: hasta las 7 pm<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,134.0,21/09/17 14:08,ramons millan esquina juan escutia,55.0,americas unidas,benito juarez,caracol,6228559579,"palas, picos, guantes de carnaza, cascos de seguridad, lamparas con pilas, cubrebocas","sal, azucar, cafe, verduras enlatadas, aceite, pasta, lentejas, comida para bebe, leche en polvo",nada,nada,nada,"picos, palas, guantes, chalecos antirreflejantes, lamparas",nada,"articulos de higiene, toallas femeninas, desodorante, pañales para bebe y adultos",hasta las 7 pm,No,Sí,Ciudad de México,,
-99.0954471,19.4994514,Cinema Coyoacán,"unnamed (1): 135<br>Marca temporal: 21/09/17 14:10<br>Calle: Centenario<br>Numero_aproximado: 1592<br>Colonia: Del Carmen Coyoacán<br>Delegacion: Coyoacán<br>Nombre_contacto: Nicolás Hernández<br>Telefono: 5545541946<br>Articulos_Urgentes: Insulina, vendas, alcohol<br>Alimentos_Faltantes: Enlatados<br>Alimentos_Existentes: Ninguno<br>Medicamentos_Faltantes: Medicamentos refrigerados y de todo tipo <br>Medicamentos_Existentes: Ninguno<br>Herramientas_Faltantes: Palas, picos, carretillas, todo tipo<br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Agua ropa, pañales, cobijas<br>Horario_Atencion: 8 AM a 10 pm<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.4994514<br>longitud: -99.0954471",,,,,-1,0,-1,,,135.0,21/09/17 14:10,Centenario,1592.0,Del Carmen Coyoacán,Coyoacán,Nicolás Hernández,5545541946,"Insulina, vendas, alcohol",Enlatados,Ninguno,Medicamentos refrigerados y de todo tipo,Ninguno,"Palas, picos, carretillas, todo tipo",Ninguna,"Agua ropa, pañales, cobijas",8 AM a 10 pm,Sí,Sí,Ciudad de México,19.4994514,-99.0954471
-99.1170039,19.2892524,Centro de Acopio Colegio México,"unnamed (1): 136<br>Marca temporal: 21/09/17 14:18<br>Calle: Acoxpa<br>Numero_aproximado: 3<br>Colonia: Vergel Sur<br>Delegacion: Tlalpan<br>Nombre_contacto: Jime Ortega<br>Telefono: 55840921<br>Articulos_Urgentes: Medicamentos, artículos de higiene, alimento para bebé, herramienta,<br>Alimentos_Faltantes: No perecederos<br>Alimentos_Existentes: ,Agua, comida perecedara<br>Medicamentos_Faltantes: Suero Oral, <br>Medicamentos_Existentes: No sobran<br>Herramientas_Faltantes: Carretillas, Palas, <br>Herramientas_Existentes: Papel higienico<br>Otros_Articulos: ropa, juguetes para niños,  Cajas, gasas, guantes, gasas, gel antibacterial, cuadernos, crayolas.<br>Horario_Atencion: 10:00- 5:00<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.2892524<br>longitud: -99.1170039",,,,,-1,0,-1,,,136.0,21/09/17 14:18,Acoxpa,3.0,Vergel Sur,Tlalpan,Jime Ortega,55840921,"Medicamentos, artículos de higiene, alimento para bebé, herramienta,",No perecederos,",Agua, comida perecedara","Suero Oral,",No sobran,"Carretillas, Palas,",Papel higienico,"ropa, juguetes para niños,  Cajas, gasas, guantes, gasas, gel antibacterial, cuadernos, crayolas.",10:00- 5:00,Sí,Sí,Ciudad de México,19.2892524,-99.1170039
,,Soriana División del Norte,"unnamed (1): 137<br>Marca temporal: 21/09/17 14:19<br>Calle: División del Norte esquina con Municipio Libre<br>Numero_aproximado: 314<br>Colonia: Emperadores<br>Delegacion: Benito Juárez<br>Nombre_contacto: Mónica Álvarez<br>Telefono: 5540782203<br>Articulos_Urgentes: Cubre bocas, herramientas, sueros, medicamentos en general<br>Alimentos_Faltantes: Agua, alimentos perecederos y no perecederos, <br>Alimentos_Existentes: Ninguno<br>Medicamentos_Faltantes: Insulina, material de curación, antiinflamatorios<br>Medicamentos_Existentes: Algodón, pañales<br>Herramientas_Faltantes: Lámparas, pilas, mareos, palas, picos<br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Bolsas para basura<br>Horario_Atencion: 24 horas<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,137.0,21/09/17 14:19,División del Norte esquina con Municipio Libre,314.0,Emperadores,Benito Juárez,Mónica Álvarez,5540782203,"Cubre bocas, herramientas, sueros, medicamentos en general","Agua, alimentos perecederos y no perecederos,",Ninguno,"Insulina, material de curación, antiinflamatorios","Algodón, pañales","Lámparas, pilas, mareos, palas, picos",Ninguna,Bolsas para basura,24 horas,Sí,Sí,Ciudad de México,,
,,Gabriel mancera y obrero mundial,"unnamed (1): 138<br>Marca temporal: 21/09/17 14:23<br>Calle: Gabriel Mancera esquina obrero mundial<br>Numero_aproximado: 10<br>Colonia: Del Valle norte<br>Delegacion: Benito Juárez<br>Nombre_contacto: Carlos Gavira<br>Telefono: 5568037976<br>Articulos_Urgentes: Herramientas, enlatados, medicamentos<br>Alimentos_Faltantes: Todos.<br>Alimentos_Existentes: Comida preparada<br>Medicamentos_Faltantes: Antibióticos, analgésicos<br>Medicamentos_Existentes: Ninguno<br>Herramientas_Faltantes: Casco, pala, pico, lámpara, pilas<br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Oxígeno<br>Horario_Atencion: 24 hrs.<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,138.0,21/09/17 14:23,Gabriel Mancera esquina obrero mundial,10.0,Del Valle norte,Benito Juárez,Carlos Gavira,5568037976,"Herramientas, enlatados, medicamentos",Todos.,Comida preparada,"Antibióticos, analgésicos",Ninguno,"Casco, pala, pico, lámpara, pilas",Ninguna,Oxígeno,24 hrs.,No,Sí,Ciudad de México,,
,,Gabriel mancera y obrero mundial,"unnamed (1): 139<br>Marca temporal: 21/09/17 14:23<br>Calle: Gabriel Mancera esquina obrero mundial<br>Numero_aproximado: 10<br>Colonia: Del Valle norte<br>Delegacion: Benito Juárez<br>Nombre_contacto: Carlos Gavira<br>Telefono: 5568037976<br>Articulos_Urgentes: Herramientas, enlatados, medicamentos<br>Alimentos_Faltantes: Todos.<br>Alimentos_Existentes: Comida preparada<br>Medicamentos_Faltantes: Antibióticos, analgésicos<br>Medicamentos_Existentes: Ninguno<br>Herramientas_Faltantes: Casco, pala, pico, lámpara, pilas<br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Oxígeno<br>Horario_Atencion: 24 hrs.<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,139.0,21/09/17 14:23,Gabriel Mancera esquina obrero mundial,10.0,Del Valle norte,Benito Juárez,Carlos Gavira,5568037976,"Herramientas, enlatados, medicamentos",Todos.,Comida preparada,"Antibióticos, analgésicos",Ninguno,"Casco, pala, pico, lámpara, pilas",Ninguna,Oxígeno,24 hrs.,No,Sí,Ciudad de México,,
-99.2234185,19.3190781,arroquia San Gregorio Magno,"unnamed (1): 140<br>Marca temporal: 21/09/17 14:23<br>Calle: avenida mexico <br>Numero_aproximado: 1<br>Colonia: san gregorio<br>Delegacion: xochimilco<br>Nombre_contacto: caracol<br>Telefono: 6228559579<br>Articulos_Urgentes: medicinas<br>Alimentos_Faltantes: nada<br>Alimentos_Existentes: nada<br>Medicamentos_Faltantes: Enanapril, soluciones para la tos infantil y adulto,  dextrometorfano, reboxitocina, antidepresivos y para la presión<br>Medicamentos_Existentes: nada<br>Herramientas_Faltantes: picos, palas<br>Herramientas_Existentes: nada<br>Otros_Articulos: nada<br>Horario_Atencion: todo el dia<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3190781<br>longitud: -99.2234185",,,,,-1,0,-1,,,140.0,21/09/17 14:23,avenida mexico,1.0,san gregorio,xochimilco,caracol,6228559579,medicinas,nada,nada,"Enanapril, soluciones para la tos infantil y adulto,  dextrometorfano, reboxitocina, antidepresivos y para la presión",nada,"picos, palas",nada,nada,todo el dia,Sí,Sí,Ciudad de México,19.3190781,-99.2234185
-99.1708143,19.3612853,Secretaría de Obras y Servicios Dirección General Del Proyecto Metro Contraloría Interna en la S.O.S.,unnamed (1): 141<br>Marca temporal: 21/09/17 14:27<br>Calle: Avenida Universidad<br>Numero_aproximado: 800<br>Colonia:  Sta Cruz Atoyac<br>Delegacion: Ciudad México<br>Nombre_contacto: No<br>Telefono: No<br>Articulos_Urgentes: Reciben todo menos alimentos perecederos.<br>Alimentos_Faltantes: NO se recibien alimentos perecederos<br>Alimentos_Existentes: No<br>Medicamentos_Faltantes: Todos<br>Medicamentos_Existentes: No<br>Herramientas_Faltantes: Todos<br>Herramientas_Existentes: No<br>Otros_Articulos: Todos menos alimentos perecederos<br>Horario_Atencion: <br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3612853<br>longitud: -99.1708143,,,,,-1,0,-1,,,141.0,21/09/17 14:27,Avenida Universidad,800.0,Sta Cruz Atoyac,Ciudad México,No,No,Reciben todo menos alimentos perecederos.,NO se recibien alimentos perecederos,No,Todos,No,Todos,No,Todos menos alimentos perecederos,,No,Sí,Ciudad de México,19.3612853,-99.1708143
-99.1391513,19.3178242,villa de cortes,"unnamed (1): 142<br>Marca temporal: 21/09/17 14:28<br>Calle: calzada tlalpan <br>Numero_aproximado: 1017<br>Colonia: americas unidas<br>Delegacion: benito juarez<br>Nombre_contacto: caracol<br>Telefono: 6228559579<br>Articulos_Urgentes: atun, frijol, sal, azucar, alimentos enlatados, pañales, toallas, papel higienico, <br>Alimentos_Faltantes: pasta, alimentos enlatados <br>Alimentos_Existentes: no se<br>Medicamentos_Faltantes: no se<br>Medicamentos_Existentes: no se<br>Herramientas_Faltantes: lamparas, pilas, encendedores, fosforos<br>Herramientas_Existentes: nada<br>Otros_Articulos: cubrebocas, cobijas, sabanas, velas, pasta dental, <br>Horario_Atencion: hasta las 8 pm<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3178242<br>longitud: -99.1391513",,,,,-1,0,-1,,,142.0,21/09/17 14:28,calzada tlalpan,1017.0,americas unidas,benito juarez,caracol,6228559579,"atun, frijol, sal, azucar, alimentos enlatados, pañales, toallas, papel higienico,","pasta, alimentos enlatados",no se,no se,no se,"lamparas, pilas, encendedores, fosforos",nada,"cubrebocas, cobijas, sabanas, velas, pasta dental,",hasta las 8 pm,No,Sí,Ciudad de México,19.3178242,-99.1391513
,,Universidad Marista,"unnamed (1): 143<br>Marca temporal: 21/09/17 14:29<br>Calle: Canal de Chalco y Langosta<br>Numero_aproximado: 0<br>Colonia: Del Mar<br>Delegacion: Tlàhuac<br>Nombre_contacto: Ssicaru<br>Telefono: 4.4554E+11<br>Articulos_Urgentes: ninguno<br>Alimentos_Faltantes: Imperecederos <br>Alimentos_Existentes: ninguno<br>Medicamentos_Faltantes: todos, solución Hartman salina 0.9%, glucosa, equipo de venoclisis, punzocat verde o azul<br>Medicamentos_Existentes: ninguno<br>Herramientas_Faltantes: ninguna en particular<br>Herramientas_Existentes: ninguna<br>Otros_Articulos: todos de ayuda<br>Horario_Atencion: abierto<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,143.0,21/09/17 14:29,Canal de Chalco y Langosta,0.0,Del Mar,Tlàhuac,Ssicaru,4.4554E+11,ninguno,Imperecederos,ninguno,"todos, solución Hartman salina 0.9%, glucosa, equipo de venoclisis, punzocat verde o azul",ninguno,ninguna en particular,ninguna,todos de ayuda,abierto,Sí,Sí,Ciudad de México,,
-99.1485699,19.3427151,CAM centro cultural de música y artes,"unnamed (1): 144<br>Marca temporal: 21/09/17 14:39<br>Calle: Miguel Ángel de Quevedo<br>Numero_aproximado: 296<br>Colonia: sra Catalina<br>Delegacion: Coyoacán<br>Nombre_contacto: Julia Villa<br>Telefono: 67218720<br>Articulos_Urgentes: COLCHONETAS, cubrebocas, artículos higiene personal, material curación, gotas para ojos y oídos, gel antibacterial, termómetros, sueros, pañales, biberones, artículo bebé, picos, guantes de carnaza<br>Alimentos_Faltantes: Fórmula de leche en polvo <br>Alimentos_Existentes: Atún<br>Medicamentos_Faltantes: Insulina, para hipertensión, paracetamol y analgésicos, férulas, MEDICAMENTOS PEDIÁTRICOS, sueros<br>Medicamentos_Existentes: Pocos<br>Herramientas_Faltantes: Picos, palas, cascos, guantes carnaza<br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Colchonetas<br>Horario_Atencion: 9 AM a 7 om<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3427151<br>longitud: -99.1485699",,,,,-1,0,-1,,,144.0,21/09/17 14:39,Miguel Ángel de Quevedo,296.0,sra Catalina,Coyoacán,Julia Villa,67218720,"COLCHONETAS, cubrebocas, artículos higiene personal, material curación, gotas para ojos y oídos, gel antibacterial, termómetros, sueros, pañales, biberones, artículo bebé, picos, guantes de carnaza",Fórmula de leche en polvo,Atún,"Insulina, para hipertensión, paracetamol y analgésicos, férulas, MEDICAMENTOS PEDIÁTRICOS, sueros",Pocos,"Picos, palas, cascos, guantes carnaza",Ninguna,Colchonetas,9 AM a 7 om,No,Sí,Ciudad de México,19.3427151,-99.1485699
-99.158881,19.4159844,Casa Universitaria del Libro,"unnamed (1): 145<br>Marca temporal: 21/09/17 14:39<br>Calle: Orizaba <br>Numero_aproximado: 24<br>Colonia: Roma Norte<br>Delegacion: Cuauhtémoc<br>Nombre_contacto: Casa Universitaria del Libro, CASUL<br>Telefono: 5207 9390 y 5207 9871<br>Articulos_Urgentes: No especifica<br>Alimentos_Faltantes: Alimento enlatado, agua<br>Alimentos_Existentes: No sobra<br>Medicamentos_Faltantes: Cubrebocas, Guantes, Isodine, Jabón quirúrgico, Jeringas, Vendas, Alcohol, Agua oxigenada, Ampicilina, Ketorolaco, Iburpofeno, Paracetamol, Captopril, Metformina<br>Medicamentos_Existentes: Ninguno<br>Herramientas_Faltantes: Guantes, cascos, palas, picos<br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Cobijas, Ropa, Artículos de higiene personal<br>Horario_Atencion: <br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.4159844<br>longitud: -99.158881",,,,,-1,0,-1,,,145.0,21/09/17 14:39,Orizaba,24.0,Roma Norte,Cuauhtémoc,"Casa Universitaria del Libro, CASUL",5207 9390 y 5207 9871,No especifica,"Alimento enlatado, agua",No sobra,"Cubrebocas, Guantes, Isodine, Jabón quirúrgico, Jeringas, Vendas, Alcohol, Agua oxigenada, Ampicilina, Ketorolaco, Iburpofeno, Paracetamol, Captopril, Metformina",Ninguno,"Guantes, cascos, palas, picos",Ninguna,"Cobijas, Ropa, Artículos de higiene personal",,No,Sí,Ciudad de México,19.4159844,-99.158881
-99.1475176,19.3037017,Estado Azteca,"unnamed (1): 146<br>Marca temporal: 21/09/17 14:42<br>Calle: Calzada de Tlalpan<br>Numero_aproximado: 3465<br>Colonia: Santa Úrsula Coapa<br>Delegacion: Tlalpan<br>Nombre_contacto: Dalia García<br>Telefono: 5517001170<br>Articulos_Urgentes: Agua, medicinas, artículos de higiene personal<br>Alimentos_Faltantes: Enlatados<br>Alimentos_Existentes: Enlatados<br>Medicamentos_Faltantes: De todo<br>Medicamentos_Existentes: Pocos<br>Herramientas_Faltantes: Cascos<br>Herramientas_Existentes: No lo se<br>Otros_Articulos: Ropa<br>Horario_Atencion: Todo el dia<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3037017<br>longitud: -99.1475176",,,,,-1,0,-1,,,146.0,21/09/17 14:42,Calzada de Tlalpan,3465.0,Santa Úrsula Coapa,Tlalpan,Dalia García,5517001170,"Agua, medicinas, artículos de higiene personal",Enlatados,Enlatados,De todo,Pocos,Cascos,No lo se,Ropa,Todo el dia,Sí,Sí,Ciudad de México,19.3037017,-99.1475176
-99.1596445,19.3656653,Centro Deportivo Delegación Benito Juárez,"unnamed (1): 147<br>Marca temporal: 21/09/17 14:46<br>Calle: Uxmal <br>Numero_aproximado: 807<br>Colonia: Santa Cruz Atoyac<br>Delegacion: Benito Juárez<br>Nombre_contacto: Roberto Ruíz<br>Telefono: 5529095950<br>Articulos_Urgentes: Ninguno<br>Alimentos_Faltantes: Ninguno<br>Alimentos_Existentes: Enlatados, perecederos, agua<br>Medicamentos_Faltantes: Productos de limpieza e higiene personal<br>Medicamentos_Existentes: Suficientes<br>Herramientas_Faltantes: Ninguna<br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Ropa, <br>Horario_Atencion: 24 horas<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3656653<br>longitud: -99.1596445",,,,,-1,0,-1,,,147.0,21/09/17 14:46,Uxmal,807.0,Santa Cruz Atoyac,Benito Juárez,Roberto Ruíz,5529095950,Ninguno,Ninguno,"Enlatados, perecederos, agua",Productos de limpieza e higiene personal,Suficientes,Ninguna,Ninguna,"Ropa,",24 horas,Sí,Sí,Ciudad de México,19.3656653,-99.1596445
